scorer,,,Priyank Namdev,Priyank Namdev,Priyank Namdev,Priyank Namdev,Priyank Namdev,Priyank Namdev,Priyank Namdev,Priyank Namdev
labeled-data,20220717_210427~2_1,img0608.png,787.1017413284652,246.98977952534756,853.5373543041709,245.47987923044514,808.2403454570989,532.3609352619015,1090.591700603848,364.7620025277349
labeled-data,20220717_210427~2_1,img0632.png,791.6314422131724,246.98977952534756,859.5769554837804,243.96997893554283,806.7304451621964,530.8510349669991,1087.571900014043,367.78180311753977
labeled-data,20220717_210427~2_1,img0644.png,794.6512428029772,242.4600786406404,861.0868557786829,239.44027805083556,811.2601460469035,535.3807358517063,1057.373894115995,367.78180311753977
labeled-data,20220717_210427~2_1,img0858.png,805.220544867294,248.49967982024998,871.6561578429997,245.47987923044514,809.7502457520012,533.870835556804,1096.6313017834577,379.8610054767589
labeled-data,20220717_210427~2_1,img0878.png,809.7502457520012,248.49967982024998,879.2056593175117,250.0095801151524,818.8096475214155,539.9104367364135,1092.1016008987503,375.33130459205177
labeled-data,20220717_210427~2_1,img0889.png,814.2799466367084,246.98977952534756,885.2452604971212,250.0095801151524,823.3393484061229,539.9104367364135,1092.1016008987503,376.8412048869542
labeled-data,20220717_210427~2_1,img0927.png,824.8492487010252,248.49967982024998,900.3442634461452,248.49967982024998,826.3591489959275,536.8906361466088,1104.1808032579697,378.3511051818565
labeled-data,20220717_210427~2_1,img1010.png,826.3591489959275,245.47987923044514,907.8937649206574,243.96997893554283,832.3987501755372,536.8906361466088,1101.1610026681647,378.3511051818565
labeled-data,20220717_210427~2_1,img1055.png,824.8492487010252,245.47987923044514,913.9333661002669,243.96997893554283,830.8888498806349,536.8906361466088,1113.240205027384,385.9006066563686
labeled-data,20220717_210442~2_2,img0095.png,716.1364274680523,292.28678837241966,759.923536020222,290.77688807751724,817.2997472265132,574.6381435191688,965.2699761269486,352.68280016851577
labeled-data,20220717_210442~2_2,img0134.png,722.176028647662,292.28678837241966,767.473037494734,289.2669877826148,818.8096475214155,582.1876449936808,980.3689790759726,360.23230164302777
labeled-data,20220717_210442~2_2,img0221.png,738.7849318915884,289.2669877826148,802.2007442774892,289.2669877826148,820.319547816318,579.167844403876,1012.0768852689231,382.88080606656376
labeled-data,20220717_210442~2_2,img0307.png,740.2948321864907,286.2471871928101,806.7304451621964,284.73728689790767,818.8096475214155,576.1480438140711,1021.1362870383374,381.37090577166134
labeled-data,20220717_210442~2_2,img0343.png,740.2948321864907,289.2669877826148,811.2601460469035,287.7570874877124,817.2997472265132,579.167844403876,1018.1164864485326,391.9402078359782
labeled-data,20220717_210442~2_2,img0498.png,762.9433366100268,293.7966886673221,833.9086504704397,301.3461901418341,823.3393484061229,589.7371464681928,1042.274891166971,407.0392107850022
labeled-data,20220717_210442~2_2,img0541.png,768.9829377896364,290.77688807751724,855.0472545990732,299.83628984693166,826.3591489959275,588.2272461732904,1064.923395590507,420.62831343912376
labeled-data,20220717_210442~2_2,img0607.png,772.0027383794412,289.2669877826148,859.5769554837804,293.7966886673221,817.2997472265132,586.717345878388,1069.4530964752144,426.66791461873345
labeled-data,20220717_210442~2_2,img0745.png,775.0225389692459,289.2669877826148,868.6363572531949,295.3065889622244,820.319547816318,589.7371464681928,1070.9629967701167,422.1382137340262
labeled-data,20220717_210442~2_2,img0795.png,787.1017413284652,295.3065889622244,877.6957590226092,301.3461901418341,832.3987501755372,597.2866479427048,1098.14120207836,429.6877152085382
labeled-data,20220717_210442~2_2,img0836.png,809.7502457520012,296.8164892571268,895.814562561438,298.32638955202924,842.968052239854,600.3064485325096,1099.6511023732623,431.1976155034406
labeled-data,20220717_210442~2_2,img0856.png,817.2997472265132,293.7966886673221,895.814562561438,298.32638955202924,845.9878528296589,592.7569470579976,1113.240205027384,432.707515798343
labeled-data,20220717_210442~2_2,img0950.png,814.2799466367084,292.28678837241966,894.3046622665357,296.8164892571268,850.517553714366,592.7569470579976,1098.14120207836,441.76691756775745
labeled-data,20220717_210442~2_2,img1041.png,814.2799466367084,289.2669877826148,897.3244628563406,296.8164892571268,844.4779525347564,589.7371464681928,1102.670902963067,431.1976155034406
labeled-data,20220717_210442~2_2,img1156.png,835.418550765342,296.8164892571268,932.0521696390957,298.32638955202924,859.5769554837804,606.3460497121192,1131.3590085662127,455.356020221879
labeled-data,20220717_210442~2_2,img1319.png,856.5571548939757,293.7966886673221,939.6016711136077,295.3065889622244,865.61655666339,600.3064485325096,1137.3986097458223,456.86592051678144
labeled-data,20220717_210442~2_2,img1387.png,867.1264569582924,295.3065889622244,939.6016711136077,295.3065889622244,871.6561578429997,595.7767476478025,1144.9481112203343,456.86592051678144
labeled-data,20220717_210442~2_2,img1417.png,868.6363572531949,293.7966886673221,939.6016711136077,295.3065889622244,867.1264569582924,594.2668473529,1140.418410335627,456.86592051678144
labeled-data,20220717_210442~2_2,img1470.png,877.6957590226092,295.3065889622244,941.1115714085103,298.32638955202924,876.1858587277069,598.7965482376072,1144.9481112203343,453.84611992697666
labeled-data,20220717_210442~2_2,img1483.png,877.6957590226092,293.7966886673221,941.1115714085103,296.8164892571268,877.6957590226092,598.7965482376072,1138.9085100407247,458.37582081168387
labeled-data,20220717_210458~2_3,img022.png,725.1958292374667,337.58379721949166,818.8096475214155,343.62339839910135,847.4977531245612,641.0737564948745,1051.3342929363853,447.806518747367
labeled-data,20220717_210458~2_3,img084.png,725.1958292374667,339.0936975143941,821.8294481112204,342.1134981041989,847.4977531245612,641.0737564948745,1055.8639938210927,446.2966184524646
labeled-data,20220717_210458~2_3,img103.png,731.2354304170764,343.62339839910135,827.86904929083,346.6431989889061,841.4581519449517,660.7024603286056,1064.923395590507,447.806518747367
labeled-data,20220717_210458~2_3,img106.png,732.7453307119787,346.6431989889061,832.3987501755372,346.6431989889061,847.4977531245612,659.1925600337033,1066.4332958854093,450.8263193371718
labeled-data,20220717_210458~2_3,img125.png,747.8443336610027,351.17289987361335,842.968052239854,343.62339839910135,852.0274540092684,657.6826597388009,1072.472897065019,456.86592051678144
labeled-data,20220717_210458~2_3,img153.png,764.4532369049291,345.13329869400366,859.5769554837804,346.6431989889061,853.5373543041709,660.7024603286056,1092.1016008987503,458.37582081168387
labeled-data,20220717_210458~2_3,img220.png,778.0423395590508,340.6035978092965,868.6363572531949,342.1134981041989,849.0076534194637,656.1727594438985,1099.6511023732623,453.84611992697666
labeled-data,20220717_210458~2_3,img300.png,776.5324392641484,340.6035978092965,871.6561578429997,342.1134981041989,853.5373543041709,657.6826597388009,1098.14120207836,458.37582081168387
labeled-data,20220717_210458~2_3,img331.png,784.0819407386604,343.62339839910135,882.2254599073166,346.6431989889061,847.4977531245612,656.1727594438985,1117.769905912091,474.9847240556103
labeled-data,20220717_210458~2_3,img365.png,806.7304451621964,345.13329869400366,903.36406403595,354.1927004634181,853.5373543041709,662.2123606235082,1141.9283106305297,481.02432523521986
labeled-data,20220717_210458~2_3,img372.png,803.7106445723916,343.62339839910135,903.36406403595,355.7026007583205,852.0274540092684,663.7222609184105,1126.8293076815057,468.94512287600065
labeled-data,20220717_210458~2_3,img380.png,811.2601460469035,346.6431989889061,907.8937649206574,354.1927004634181,855.0472545990732,663.7222609184105,1147.967911810139,484.04412582502465
labeled-data,20220717_210458~2_3,img395.png,821.8294481112204,343.62339839910135,916.9531666900717,351.17289987361335,862.5967560735852,659.1925600337033,1150.987712399944,482.5342255301223
labeled-data,20220717_210458~2_3,img530.png,830.8888498806349,349.6629995787109,927.5224687543886,352.68280016851577,855.0472545990732,675.8014632776296,1163.0669147591634,485.5540261199271
labeled-data,20220717_210458~2_3,img558.png,842.968052239854,349.6629995787109,941.1115714085103,354.1927004634181,864.1066563684877,671.2717623929225,1169.1065159387726,488.57382670973186
labeled-data,20220717_210458~2_3,img570.png,844.4779525347564,346.6431989889061,945.6412722932174,355.7026007583205,867.1264569582924,669.7618620980202,1169.1065159387726,508.2025305434631
labeled-data,20220717_210458~2_3,img596.png,861.0868557786829,349.6629995787109,959.2303749473389,349.6629995787109,874.6759584328046,671.2717623929225,1175.1461171183823,509.7124308383655
labeled-data,20220717_210458~2_3,img626.png,862.5967560735852,349.6629995787109,956.2105743575343,348.1530992838085,873.166058137902,669.7618620980202,1175.1461171183823,505.1827299536583
labeled-data,20220717_210458~2_3,img644.png,867.1264569582924,346.6431989889061,954.7006740626317,343.62339839910135,879.2056593175117,669.7618620980202,1172.1263165285777,505.1827299536583
labeled-data,20220717_210458~2_3,img778.png,870.1462575480972,345.13329869400366,951.6808734728269,345.13329869400366,871.6561578429997,666.7420615082153,1170.6164162336754,508.2025305434631
labeled-data,20220717_210510 -2_4,img0024.png,,,,,,,,
labeled-data,20220717_210510 -2_4,img0122.png,886.7551607920237,520.2817329026823,,,,,,
labeled-data,20220717_210510 -2_4,img0148.png,799.1809436876844,488.57382670973186,,,,,,
labeled-data,20220717_210510 -2_4,img0179.png,741.8047324813931,444.7867181575622,1040.7649908720687,411.56891166970934,,,,
labeled-data,20220717_210510 -2_4,img0251.png,740.2948321864907,411.56891166970934,833.9086504704397,416.0986125544166,936.5818705238029,715.0588709450922,1095.121401488555,512.7322314281703
labeled-data,20220717_210510 -2_4,img0282.png,738.7849318915884,399.4897093104902,821.8294481112204,396.46990872068534,939.6016711136077,701.4697682909705,1069.4530964752144,514.2421317230727
labeled-data,20220717_210510 -2_4,img0320.png,734.2552310068811,393.4501081308806,806.7304451621964,393.4501081308806,938.0917708187054,677.3113635725322,1060.3936947058,497.6332284791463
labeled-data,20220717_210510 -2_4,img0367.png,735.7651313017835,391.9402078359782,811.2601460469035,390.43030754107576,938.0917708187054,675.8014632776296,1058.8837944108973,490.0837270046343
labeled-data,20220717_210510 -2_4,img0449.png,738.7849318915884,393.4501081308806,815.7898469316109,396.46990872068534,942.6214717034126,677.3113635725322,1066.4332958854093,494.6134278893415
labeled-data,20220717_210510 -2_4,img0459.png,743.3146327762955,396.46990872068534,824.8492487010252,399.4897093104902,947.1511725881197,686.3707653419465,1069.453096475214,494.6134278893415
labeled-data,20220717_210510 -2_4,img0566.png,767.473037494734,388.92040724617334,842.968052239854,388.92040724617334,951.6808734728269,692.4103665215562,1089.0818003089457,506.6926302485607
labeled-data,20220717_210510 -2_4,img0594.png,776.5324392641484,387.4105069512709,847.4977531245612,384.3907063614662,957.7204746524366,687.8806656368489,1092.1016008987503,505.1827299536583
labeled-data,20220717_210510 -2_4,img0729.png,784.0819407386604,396.46990872068534,877.6957590226092,400.9996096053926,971.3095773065583,692.4103665215562,1107.2006038477743,533.870835556804
labeled-data,20220717_210510 -2_4,img0791.png,818.8096475214155,397.97980901558776,904.8739643308526,396.46990872068534,983.3887796657774,698.4499677011657,1131.3590085662127,538.4005364415111
labeled-data,20220717_210510 -2_4,img1180.png,867.1264569582924,396.46990872068534,948.661072883022,394.9600084257829,1024.1560876281424,695.430167111361,1193.2649206572114,550.4797388007303
labeled-data,20220717_210510 -2_4,img1286.png,942.6214717034126,314.93529279595566,1137.3986097458223,314.93529279595566,1231.0124280297714,619.9351523662408,,
labeled-data,20220717_210510 -2_4,img1392.png,,,,,,,,
labeled-data,20220717_210510 -2_4,img1630.png,,,,,,,,
labeled-data,20220717_210510 -2_4,img1664.png,,,,,,,,
labeled-data,20220717_210510 -2_4,img1697.png,,,,,,,,
labeled-data,20220717_210523~2_5,img012.png,735.7651313017835,438.7471169779526,797.6710433927819,443.27681786265987,,,1025.6659879230447,577.6579441089737
labeled-data,20220717_210523~2_5,img046.png,735.7651313017835,438.7471169779526,794.6512428029772,440.257017272855,,,1025.6659879230447,582.1876449936808
labeled-data,20220717_210523~2_5,img097.png,734.2552310068811,446.2966184524646,814.2799466367084,450.8263193371718,,,1039.2550905771664,591.2470467630952
labeled-data,20220717_210523~2_5,img128.png,744.824533071198,455.356020221879,827.86904929083,447.806518747367,,,1054.3540935261904,600.3064485325096
labeled-data,20220717_210523~2_5,img232.png,762.9433366100268,446.2966184524646,836.9284510602444,443.27681786265987,,,1057.373894115995,586.717345878388
labeled-data,20220717_210523~2_5,img261.png,775.0225389692459,453.84611992697666,852.0274540092684,452.33621963207423,,,1069.4530964752144,595.7767476478025
labeled-data,20220717_210523~2_5,img279.png,779.5522398539532,449.31641904226944,855.0472545990732,453.84611992697666,,,1072.472897065019,594.2668473529
labeled-data,20220717_210523~2_5,img310.png,799.1809436876844,446.2966184524646,874.6759584328046,446.2966184524646,,,1101.1610026681647,598.7965482376072
labeled-data,20220717_210523~2_5,img335.png,802.2007442774892,440.257017272855,874.6759584328046,446.2966184524646,,,1099.6511023732623,594.2668473529
labeled-data,20220717_210523~2_5,img399.png,800.6908439825868,447.806518747367,882.2254599073166,447.806518747367,,,1116.2600056171887,600.3064485325096
labeled-data,20220717_210523~2_5,img412.png,800.6908439825868,447.806518747367,883.7353602022189,449.31641904226944,,,1111.7303047324817,589.7371464681928
labeled-data,20220717_210523~2_5,img427.png,814.2799466367084,452.33621963207423,894.3046622665357,452.33621963207423,,,1131.3590085662127,607.8559500070216
labeled-data,20220717_210523~2_5,img460.png,832.3987501755372,452.33621963207423,910.913565510462,455.356020221879,,,1150.987712399944,610.8757505968265
labeled-data,20220717_210523~2_5,img472.png,839.9482516500492,452.33621963207423,916.9531666900717,447.806518747367,,,1146.4580115152366,603.3262491223145
labeled-data,20220717_210523~2_5,img522.png,838.4383513551469,440.257017272855,922.9927678696814,447.806518747367,,,1154.0075129897486,594.2668473529
labeled-data,20220717_210523~2_5,img600.png,847.4977531245612,456.86592051678144,930.5422693441934,452.33621963207423,,,1158.537213874456,600.3064485325096
labeled-data,20220717_210523~2_5,img627.png,868.6363572531949,464.41542199129344,945.6412722932174,459.88572110658623,,,1173.63621682348,604.8361494172168
labeled-data,20220717_210523~2_5,img642.png,876.1858587277069,458.37582081168387,948.6610728830223,456.86592051678144,,,1196.284721247016,606.3460497121192
labeled-data,20220717_210523~2_5,img664.png,880.715559612414,446.2966184524646,953.1907737677294,447.806518747367,,,1178.1659177081874,580.6777446987784
